Region,Year,Deaths,DeathsMale,DeathsFemale,NormalizedDeaths
Oceania,2000,211.91400000000004,113.61300000000003,98.303,1.4265115715497403
Oceania,2001,214.844,114.58200000000002,100.263,1.4462350391103578
Oceania,2002,221.95100000000002,117.92399999999998,104.03,1.494076228172921
Oceania,2003,222.10600000000002,118.018,104.08800000000001,1.4951196198015544
Oceania,2004,224.85300000000007,119.60699999999999,105.24600000000001,1.5136112120844956
Oceania,2005,224.55999999999997,119.147,105.41300000000003,1.5116388653284332
Oceania,2006,230.22,121.558,108.66200000000003,1.549739488670787
Oceania,2007,237.27999999999997,125.20800000000003,112.06900000000003,1.5972642944653126
Oceania,2008,241.15500000000003,127.555,113.601,1.623349085181147
Oceania,2009,241.45100000000002,128.45399999999998,113.00099999999999,1.625341626613892
Oceania,2010,243.238,129.09300000000002,114.14600000000002,1.6373709223582003
Oceania,2011,249.134,132.74500000000003,116.389,1.6770601935996343
Oceania,2012,253.015,134.27200000000005,118.738,1.7031853736688347
Oceania,2013,253.01600000000002,135.648,117.36699999999998,1.7031921052277295
Oceania,2014,260.06199999999995,138.957,121.10699999999999,1.7506226691977331
Oceania,2015,264.5250000000001,141.981,122.54300000000002,1.7806656165434804
Oceania,2016,267.61800000000005,144.17,123.44699999999997,1.8014863282038864
Oceania,2017,271.10200000000003,145.869,125.233,1.8249390793920064
Oceania,2018,271.39300000000003,146.60399999999998,124.788,1.8268979630302795
Oceania,2019,281.05000000000007,151.823,129.229,1.891904627273585
Oceania,2020,278.50899999999984,148.187,130.32300000000004,1.874799736122891
Oceania,2021,289.596,154.224,135.368,1.9494325295852022
Oceania,2022,299.19599999999997,162.17000000000002,137.02200000000002,2.014055494971526
Oceania,2023,304.34800000000007,164.92599999999996,139.42200000000003,2.0487364863955206
